id_hogar,ingreso_mensual,edad_jefe,escolaridad_anios,tamano_hogar,urbano,tiene_credito_hipotecario,gasto_vivienda,entidad
428,10854.0,29.0,6.0,6,1,0,3250.0,Ciudad de México
429,9057.0,25.0,9.0,1,1,1,3079.0,Tuxtla Gutiérrez
430,5351.0,39.0,17.0,4,1,1,1201.0,Tlaxcala
431,5001.0,26.0,10.0,5,1,0,1496.0,Cuernavaca
432,28974.0,33.0,12.0,2,1,0,7353.0,Tijuana
433,7961.0,52.0,9.0,2,1,0,2180.0,Querétaro
434,7917.0,35.0,16.0,3,1,0,1677.0,Querétaro
435,16673.0,41.0,2.0,7,1,0,2147.0,Villahermosa
436,20878.0,35.0,9.0,1,1,1,4570.0,Ciudad de México
437,5282.0,32.0,9.0,4,1,1,1819.0,Oaxaca
438,12001.0,34.0,8.0,6,1,1,1810.0,Tepic
439,5207.0,43.0,15.0,1,1,1,1340.0,Campeche
440,20059.0,34.0,12.0,5,1,1,5624.0,Villahermosa
441,31387.0,26.0,9.0,1,1,0,5961.0,Tlaxcala
442,43517.0,61.0,17.0,1,0,1,16179.0,Chihuahua
443,27686.0,20.0,13.0,9,1,0,5655.0,Morelia
444,16240.0,36.0,17.0,3,0,0,5108.0,Cancún
445,6957.0,47.0,11.0,1,1,1,1598.0,Colima
446,20542.0,21.0,5.0,2,1,0,5580.0,León
447,13763.0,53.0,15.0,1,1,0,3348.0,La Paz
448,5771.0,49.0,11.0,3,1,1,872.0,Villahermosa
449,58904.0,35.0,12.0,3,1,1,11585.0,La Paz
450,14189.0,34.0,9.0,5,1,0,6056.0,Colima
451,7280.0,38.0,13.0,2,1,1,1184.0,San Luis Potosí
452,15353.0,46.0,14.0,1,0,1,1975.0,Aguascalientes
453,5690.0,58.0,11.0,3,0,0,1591.0,Tuxtla Gutiérrez
454,4801.0,53.0,17.0,1,1,0,771.0,Aguascalientes
455,50931.0,54.0,7.0,6,1,1,14347.0,Durango
456,6178.0,44.0,14.0,1,0,0,944.0,Colima
457,10609.0,27.0,3.0,2,1,0,2171.0,Tlaxcala
458,18847.0,20.0,4.0,1,1,0,6105.0,La Paz
459,20730.0,27.0,7.0,4,1,0,8374.0,Monterrey
460,17367.0,45.0,10.0,6,1,0,3918.0,Tepic
461,9298.0,41.0,7.0,6,1,1,3276.0,Villahermosa
462,14266.0,58.0,12.0,1,1,1,2848.0,Tuxtla Gutiérrez
463,25280.0,30.0,13.0,3,1,1,5474.0,Pachuca
464,11278.0,36.0,3.0,6,1,0,2455.0,San Luis Potosí
465,14818.0,20.0,11.0,5,1,0,4642.0,Villahermosa
466,21001.0,31.0,11.0,6,1,1,7795.0,Chilpancingo
467,9807.0,30.0,11.0,5,0,0,997.0,Durango
468,4664.0,32.0,7.0,4,1,0,1165.0,La Paz
469,5742.0,51.0,7.0,4,1,0,1133.0,León
470,19608.0,41.0,5.0,5,0,0,2799.0,Durango
471,9425.0,43.0,12.0,1,1,1,1170.0,Monterrey
472,12666.0,53.0,13.0,5,1,0,507.0,La Paz
473,7969.0,35.0,16.0,4,1,1,1834.0,Tuxtla Gutiérrez
474,22815.0,62.0,6.0,1,0,0,5166.0,Colima
475,8530.0,35.0,13.0,4,1,0,1908.0,Toluca
476,6313.0,45.0,12.0,4,0,0,1929.0,Tuxtla Gutiérrez
477,6822.0,56.0,12.0,1,1,0,1692.0,Guadalajara
478,11205.0,35.0,6.0,6,1,0,2721.0,San Luis Potosí
479,10837.0,31.0,10.0,2,1,0,1829.0,La Paz
480,12682.0,57.0,6.0,2,1,0,4165.0,León
481,8951.0,62.0,11.0,3,1,1,1906.0,Mérida
482,8128.0,45.0,15.0,4,1,0,2261.0,Hermosillo
483,17754.0,38.0,14.0,7,1,0,3111.0,La Paz
484,3103.0,44.0,11.0,1,1,0,444.0,Ciudad de México
485,17386.0,44.0,14.0,1,1,1,3049.0,Guadalajara
486,13075.0,54.0,10.0,3,1,1,4491.0,León
487,14467.0,37.0,11.0,5,1,0,579.0,Culiacán
488,16973.0,36.0,7.0,1,1,1,7192.0,Cuernavaca
489,3901.0,45.0,14.0,3,1,1,1239.0,Hermosillo
490,33202.0,32.0,8.0,2,1,1,8192.0,Saltillo
491,14894.0,20.0,10.0,3,0,1,3139.0,Tuxtla Gutiérrez
492,8244.0,43.0,8.0,6,0,1,1265.0,Ciudad de México
493,7365.0,52.0,9.0,3,0,1,1611.0,Morelia
494,27954.0,29.0,10.0,5,1,0,6778.0,Hermosillo
495,15407.0,47.0,9.0,4,1,1,2917.0,La Paz
496,11091.0,32.0,11.0,5,0,1,4070.0,Pachuca
497,22011.0,34.0,7.0,6,1,0,7328.0,Villahermosa
498,19492.0,44.0,10.0,1,1,0,4450.0,Durango
499,12975.0,27.0,6.0,2,0,1,3693.0,Hermosillo
500,4727.0,47.0,8.0,3,1,0,1306.0,Saltillo
501,3699.0,38.0,16.0,8,1,0,1162.0,Tepic
502,18735.0,49.0,7.0,5,0,0,5711.0,Toluca
503,10540.0,44.0,18.0,3,1,0,1577.0,Puebla
504,8883.0,29.0,8.0,2,1,0,2359.0,Mérida
505,34722.0,50.0,16.0,4,1,1,6035.0,Morelia
506,9523.0,35.0,7.0,2,1,1,1883.0,Tijuana
507,26698.0,49.0,9.0,1,1,1,5347.0,Ciudad de México
508,11391.0,41.0,14.0,3,1,0,2385.0,Aguascalientes
509,7735.0,48.0,15.0,4,1,0,1989.0,Culiacán
510,8151.0,45.0,15.0,3,1,0,1101.0,Ciudad de México
511,13750.0,61.0,8.0,3,1,0,2779.0,Mérida
512,13497.0,36.0,8.0,1,1,0,2526.0,Villahermosa
513,7137.0,47.0,16.0,5,1,0,1709.0,León
514,5144.0,41.0,11.0,4,1,0,1226.0,Mérida
515,10283.0,75.0,14.0,3,1,0,3157.0,Mérida
516,48065.0,48.0,9.0,4,1,1,10446.0,Oaxaca
517,19330.0,34.0,12.0,5,1,1,4133.0,Veracruz
518,7877.0,43.0,13.0,4,0,0,2002.0,Tijuana
519,10727.0,32.0,8.0,2,1,0,1408.0,Chilpancingo
520,16490.0,48.0,19.0,5,1,0,4030.0,Villahermosa
521,28760.0,39.0,15.0,2,1,0,12426.0,Guadalajara
522,15173.0,21.0,12.0,4,1,1,6094.0,Zacatecas
523,22183.0,34.0,15.0,3,1,1,2784.0,Oaxaca
524,6893.0,38.0,13.0,3,1,0,2003.0,Puebla
525,11438.0,50.0,9.0,4,1,1,1849.0,Ciudad de México
526,7426.0,52.0,1.0,2,0,0,2003.0,La Paz
527,31001.0,53.0,5.0,2,1,0,6429.0,León
528,10458.0,22.0,10.0,2,0,1,1625.0,Zacatecas
529,24348.0,44.0,11.0,6,1,1,9770.0,San Luis Potosí
530,13491.0,55.0,11.0,5,0,0,3315.0,San Luis Potosí
531,8231.0,20.0,11.0,6,1,0,2915.0,Guadalajara
532,29027.0,57.0,11.0,1,1,1,3844.0,Zacatecas
533,6154.0,20.0,11.0,4,0,0,1094.0,La Paz
534,19347.0,56.0,12.0,4,0,0,6319.0,Puebla
535,20138.0,36.0,9.0,3,1,0,4257.0,Culiacán
536,30117.0,22.0,15.0,2,1,0,5556.0,Cuernavaca
537,20534.0,20.0,7.0,4,1,0,2724.0,Monterrey
538,23850.0,43.0,13.0,2,0,1,5010.0,Chihuahua
539,11775.0,35.0,13.0,3,1,0,4038.0,Cancún
540,19831.0,42.0,4.0,2,1,0,4996.0,Monterrey
541,19857.0,44.0,13.0,3,1,0,3435.0,Saltillo
542,24547.0,36.0,16.0,2,1,0,6036.0,Chilpancingo
543,13215.0,25.0,14.0,4,0,0,3348.0,Monterrey
544,9075.0,42.0,8.0,5,1,0,2575.0,Ciudad de México
545,5356.0,50.0,12.0,3,1,1,1421.0,Mérida
546,16461.0,34.0,14.0,5,1,0,6604.0,Chilpancingo
547,11762.0,43.0,9.0,4,0,0,1263.0,Tuxtla Gutiérrez
548,12477.0,39.0,11.0,5,1,1,1414.0,Guadalajara
549,6663.0,28.0,10.0,7,1,0,1769.0,Ciudad de México
550,21175.0,35.0,11.0,5,1,0,4589.0,Morelia
551,5648.0,48.0,19.0,5,1,1,1657.0,Villahermosa
552,5417.0,36.0,9.0,6,1,0,1497.0,Tijuana
553,18495.0,28.0,12.0,1,1,0,6732.0,Oaxaca
554,12116.0,20.0,16.0,5,0,0,2232.0,León
555,19484.0,29.0,11.0,1,1,1,6549.0,Tepic
556,9826.0,40.0,11.0,3,1,0,1700.0,Tlaxcala
557,21160.0,47.0,4.0,1,1,1,846.0,Veracruz
558,13064.0,45.0,2.0,5,0,0,1449.0,Cuernavaca
559,5649.0,44.0,4.0,5,1,0,1615.0,Durango
560,14154.0,20.0,5.0,8,1,0,881.0,Mérida
561,14596.0,42.0,17.0,1,1,0,3899.0,Culiacán
562,21719.0,25.0,11.0,2,1,0,6523.0,León
563,9029.0,54.0,9.0,1,1,0,2829.0,Guadalajara
564,14723.0,45.0,9.0,4,0,0,3596.0,Reynosa
565,6568.0,34.0,13.0,2,1,1,1854.0,Veracruz
566,2350.0,42.0,13.0,4,1,1,579.0,Zacatecas
567,14393.0,43.0,15.0,5,0,1,3833.0,Mérida
568,34197.0,66.0,15.0,3,0,0,5279.0,Querétaro
569,7653.0,57.0,7.0,1,1,1,1843.0,Puebla
570,2931.0,20.0,12.0,6,1,1,850.0,Saltillo
571,21978.0,66.0,15.0,4,0,1,5609.0,León
572,18438.0,43.0,9.0,5,1,1,4359.0,La Paz
573,14673.0,48.0,7.0,4,0,0,3505.0,Monterrey
574,4849.0,35.0,16.0,5,0,0,986.0,San Luis Potosí
575,5774.0,38.0,9.0,4,1,0,1785.0,León
576,11674.0,41.0,10.0,5,1,0,2257.0,Toluca
577,11916.0,38.0,14.0,3,1,1,3575.0,Oaxaca
578,10543.0,37.0,8.0,2,1,0,2544.0,Culiacán
579,12797.0,64.0,12.0,5,1,1,4094.0,Tepic
580,4808.0,53.0,11.0,2,1,0,1592.0,León
581,14955.0,43.0,15.0,2,0,1,3758.0,Veracruz
582,9758.0,64.0,9.0,6,1,1,3142.0,Reynosa
583,35132.0,31.0,11.0,3,1,1,11318.0,Tepic
584,18013.0,27.0,8.0,7,1,1,2752.0,Ciudad de México
585,6004.0,37.0,9.0,3,1,0,1647.0,Mérida
586,16383.0,61.0,15.0,1,0,1,1929.0,Cancún
587,7008.0,22.0,14.0,4,1,0,1552.0,Tlaxcala
588,6583.0,50.0,14.0,1,1,0,2339.0,Tuxtla Gutiérrez
589,6463.0,29.0,5.0,5,1,0,1835.0,Tijuana
590,15443.0,52.0,7.0,4,1,0,4337.0,Cuernavaca
591,25014.0,38.0,7.0,1,1,0,3198.0,Durango
592,7022.0,46.0,11.0,6,1,1,1455.0,Monterrey
593,15725.0,35.0,7.0,2,1,1,2999.0,La Paz
594,5821.0,49.0,6.0,1,1,0,1880.0,Campeche
595,9713.0,32.0,11.0,4,1,1,2441.0,Toluca
596,8962.0,43.0,10.0,5,1,1,621.0,Hermosillo
597,13637.0,20.0,7.0,7,1,0,3553.0,Tijuana
598,14042.0,39.0,14.0,2,1,0,2862.0,Pachuca
599,6077.0,48.0,13.0,4,1,0,517.0,Guadalajara
600,6923.0,62.0,10.0,6,1,1,2934.0,Durango
601,7299.0,29.0,4.0,1,1,0,907.0,León
602,7707.0,29.0,9.0,2,1,0,1533.0,Ciudad de México
603,13909.0,34.0,15.0,2,0,0,2717.0,Campeche
604,11430.0,37.0,10.0,2,1,0,2569.0,Ciudad de México
605,9347.0,43.0,14.0,8,1,0,2057.0,Morelia
606,10784.0,28.0,4.0,6,0,0,2059.0,Cancún
607,4765.0,48.0,7.0,3,1,0,664.0,Colima
608,12536.0,50.0,9.0,4,0,1,2822.0,Monterrey
609,33201.0,23.0,11.0,4,0,0,6785.0,Cancún
610,14456.0,68.0,7.0,3,1,1,5103.0,Monterrey
611,9263.0,33.0,15.0,3,1,0,2839.0,Culiacán
612,11697.0,46.0,9.0,3,1,0,3077.0,Veracruz
613,9087.0,62.0,9.0,3,1,0,809.0,Zacatecas
614,12510.0,40.0,13.0,5,1,1,1213.0,Aguascalientes
615,14435.0,70.0,11.0,2,1,1,3466.0,Tlaxcala
616,11758.0,54.0,4.0,4,0,0,2122.0,Colima
617,6651.0,28.0,13.0,7,1,0,1418.0,Villahermosa
618,15007.0,37.0,12.0,4,1,0,4836.0,Aguascalientes
619,16296.0,33.0,12.0,1,1,1,2756.0,Aguascalientes
620,21354.0,30.0,11.0,3,1,0,8770.0,Zacatecas
621,5178.0,37.0,4.0,7,0,1,1545.0,Colima
622,6638.0,33.0,10.0,4,1,0,2106.0,Mérida
623,31244.0,46.0,9.0,1,1,1,1250.0,Morelia
624,8858.0,40.0,15.0,1,1,1,1355.0,Reynosa
625,16873.0,36.0,8.0,3,1,1,2703.0,Zacatecas
626,9601.0,47.0,12.0,8,0,0,1673.0,Culiacán
627,58161.0,55.0,10.0,2,1,1,5129.0,Zacatecas
628,7290.0,41.0,11.0,5,1,0,978.0,Toluca
629,6820.0,38.0,11.0,6,1,1,2556.0,Tepic
630,25008.0,35.0,9.0,5,1,0,4067.0,Zacatecas
631,9792.0,31.0,9.0,2,0,0,3640.0,San Luis Potosí
632,50563.0,48.0,17.0,1,1,1,14746.0,Tuxtla Gutiérrez
633,17024.0,69.0,7.0,6,0,1,5635.0,Cancún
634,13919.0,37.0,13.0,1,1,1,4485.0,Chilpancingo
635,8242.0,39.0,5.0,4,1,0,3030.0,Pachuca
636,13700.0,51.0,7.0,2,1,0,4332.0,Aguascalientes
637,12064.0,44.0,8.0,2,1,1,2643.0,Puebla
638,33569.0,37.0,6.0,2,1,1,13772.0,Querétaro
639,9681.0,65.0,7.0,2,1,0,3108.0,Oaxaca
640,11314.0,43.0,17.0,2,1,0,453.0,Tuxtla Gutiérrez
641,13624.0,31.0,10.0,6,1,0,2268.0,Morelia
642,19347.0,21.0,7.0,3,1,0,5113.0,Hermosillo
643,7690.0,32.0,0.0,4,1,0,1205.0,Toluca
644,20992.0,32.0,17.0,5,1,1,2753.0,Querétaro
645,19412.0,46.0,11.0,2,0,0,5255.0,Tijuana
646,16429.0,34.0,11.0,4,1,0,3515.0,Aguascalientes
647,11714.0,43.0,14.0,6,1,0,4225.0,Oaxaca
648,15688.0,46.0,11.0,3,1,0,2999.0,Culiacán
649,29929.0,33.0,3.0,5,1,1,10222.0,Mérida
650,16774.0,38.0,4.0,7,1,0,7441.0,Pachuca
651,24380.0,41.0,12.0,3,0,1,7367.0,Durango
652,15697.0,58.0,11.0,7,1,0,3873.0,Hermosillo
653,5796.0,34.0,8.0,7,1,0,941.0,Aguascalientes
654,17161.0,62.0,4.0,5,0,0,4968.0,La Paz
655,6929.0,31.0,3.0,3,1,0,797.0,Tuxtla Gutiérrez
656,7735.0,44.0,12.0,7,1,1,2070.0,Tlaxcala
657,8772.0,49.0,14.0,5,1,0,2341.0,La Paz
658,9194.0,35.0,7.0,5,1,0,2986.0,Oaxaca
659,4778.0,20.0,11.0,3,0,0,827.0,Cuernavaca
660,6250.0,49.0,11.0,4,1,0,2161.0,León
661,8235.0,53.0,16.0,10,1,0,3104.0,Villahermosa
662,14266.0,34.0,5.0,3,1,0,4443.0,Tuxtla Gutiérrez
663,18278.0,46.0,11.0,5,1,1,4127.0,Colima
664,4388.0,53.0,8.0,2,1,0,984.0,Morelia
665,10006.0,49.0,12.0,2,1,0,1865.0,Campeche
666,7359.0,47.0,4.0,2,1,0,2118.0,Cancún
667,12928.0,51.0,16.0,2,1,1,3580.0,Aguascalientes
668,5825.0,34.0,12.0,3,1,1,888.0,Saltillo
669,13275.0,41.0,5.0,3,1,0,3940.0,Saltillo
670,9869.0,59.0,13.0,5,1,1,4005.0,Guadalajara
671,7234.0,48.0,8.0,3,1,1,2586.0,Campeche
672,10595.0,54.0,12.0,3,1,1,1666.0,Durango
673,27828.0,45.0,15.0,7,1,1,6431.0,Cancún
674,8061.0,51.0,17.0,3,1,1,1137.0,Puebla
675,12740.0,38.0,15.0,4,1,0,1101.0,La Paz
676,11379.0,35.0,9.0,1,1,0,2275.0,Tepic
677,33288.0,36.0,7.0,6,0,1,8533.0,Monterrey
678,7387.0,23.0,9.0,2,0,0,1680.0,San Luis Potosí
679,13573.0,57.0,11.0,3,1,1,1618.0,Aguascalientes
680,4405.0,29.0,8.0,5,1,0,1253.0,Mérida
681,31983.0,72.0,8.0,1,1,0,7147.0,Cancún
682,5811.0,52.0,4.0,4,1,0,1149.0,Hermosillo
683,38570.0,37.0,11.0,5,0,0,9896.0,León
684,5794.0,53.0,8.0,3,0,1,1395.0,Campeche
685,13483.0,38.0,12.0,7,0,0,3438.0,Tuxtla Gutiérrez
686,11526.0,35.0,18.0,2,1,1,3540.0,Tijuana
687,17048.0,29.0,12.0,2,1,0,3417.0,Monterrey
688,9878.0,46.0,13.0,3,1,0,2294.0,Oaxaca
689,21447.0,47.0,7.0,3,1,0,3403.0,Zacatecas
690,15205.0,52.0,12.0,1,0,0,4011.0,Monterrey
691,4567.0,20.0,4.0,4,0,0,1187.0,Chilpancingo
692,3642.0,58.0,14.0,2,0,0,930.0,San Luis Potosí
693,16397.0,34.0,12.0,4,0,0,3945.0,Oaxaca
694,6819.0,61.0,13.0,4,0,1,1412.0,Chilpancingo
695,6100.0,35.0,13.0,3,1,1,1975.0,Mérida
696,19501.0,37.0,12.0,4,0,1,6140.0,Chihuahua
697,6619.0,61.0,8.0,1,0,1,1543.0,Veracruz
698,19218.0,49.0,10.0,1,0,0,3449.0,Campeche
699,17162.0,75.0,15.0,8,1,0,5644.0,Oaxaca
700,4233.0,35.0,12.0,2,0,0,1110.0,Toluca
701,21218.0,63.0,12.0,4,1,0,7383.0,La Paz
702,7369.0,29.0,10.0,2,1,0,1804.0,Querétaro
703,21757.0,49.0,4.0,1,1,0,5865.0,Veracruz
704,5470.0,37.0,11.0,3,0,1,823.0,Tlaxcala
705,21837.0,51.0,7.0,2,1,0,5525.0,Chilpancingo
706,16979.0,50.0,12.0,1,1,1,2946.0,Zacatecas
707,30955.0,41.0,14.0,4,0,1,12208.0,Chilpancingo
708,10155.0,44.0,10.0,5,1,0,1854.0,Reynosa
709,19460.0,33.0,16.0,3,1,1,4934.0,Colima
710,6850.0,40.0,15.0,5,1,1,1590.0,Colima
711,9915.0,52.0,11.0,5,0,0,3561.0,Tuxtla Gutiérrez
712,32042.0,29.0,10.0,2,1,0,8870.0,Morelia
713,4527.0,42.0,7.0,2,1,0,1679.0,Veracruz
714,34534.0,36.0,10.0,3,1,1,1381.0,Zacatecas
715,4347.0,34.0,9.0,1,1,1,750.0,Mérida
716,21035.0,35.0,15.0,1,0,0,7866.0,Reynosa
717,13579.0,39.0,12.0,2,1,0,3807.0,Colima
718,6995.0,45.0,10.0,1,1,0,1910.0,Guadalajara
719,7429.0,22.0,11.0,3,1,0,2280.0,Tuxtla Gutiérrez
720,6834.0,56.0,10.0,6,1,0,1696.0,Mérida
721,5018.0,26.0,10.0,3,0,1,1236.0,Chihuahua
722,16319.0,43.0,5.0,1,1,0,5973.0,Monterrey
723,22694.0,20.0,13.0,8,1,0,7686.0,Durango
724,1438.0,29.0,11.0,2,1,0,137.0,La Paz
725,27043.0,27.0,10.0,2,1,1,8540.0,Querétaro
726,13640.0,50.0,15.0,3,1,0,2908.0,Colima
727,9307.0,40.0,14.0,2,0,1,1331.0,Puebla
728,19872.0,39.0,8.0,3,0,0,927.0,Veracruz
729,14067.0,42.0,10.0,4,1,0,3660.0,Colima
730,10861.0,26.0,12.0,6,1,0,3080.0,Cuernavaca
731,15850.0,56.0,13.0,1,1,1,1907.0,Tepic
732,6817.0,42.0,9.0,4,1,0,2280.0,Cuernavaca
733,12856.0,57.0,9.0,2,1,1,2845.0,Tijuana
734,11786.0,42.0,6.0,5,0,0,2576.0,Oaxaca
735,13354.0,38.0,13.0,4,1,1,6190.0,Tuxtla Gutiérrez
736,7692.0,54.0,10.0,2,0,0,2288.0,Tlaxcala
737,2854.0,44.0,14.0,2,1,0,728.0,Cuernavaca
738,10149.0,45.0,12.0,2,1,0,2946.0,Pachuca
739,6891.0,46.0,10.0,5,1,1,1307.0,Durango
740,16219.0,46.0,0.0,2,0,1,4511.0,Ciudad de México
741,16969.0,34.0,14.0,4,1,0,4918.0,León
742,17149.0,48.0,7.0,4,0,0,5418.0,Mérida
743,15923.0,41.0,14.0,1,0,0,4272.0,Tijuana
744,10403.0,49.0,9.0,3,1,1,2293.0,Puebla
745,15518.0,35.0,11.0,9,0,0,4255.0,Tijuana
746,8604.0,43.0,9.0,7,0,0,2501.0,Pachuca
747,14054.0,42.0,7.0,2,1,0,3623.0,Zacatecas
748,7722.0,39.0,8.0,7,1,1,1991.0,Durango
749,24616.0,33.0,18.0,3,1,0,7314.0,Aguascalientes
750,16126.0,45.0,7.0,3,0,1,2617.0,Reynosa
751,7293.0,30.0,14.0,1,1,1,1350.0,Reynosa
752,8235.0,65.0,12.0,2,1,0,1513.0,Tlaxcala
753,8590.0,43.0,9.0,1,1,0,2045.0,Puebla
754,11750.0,30.0,6.0,2,1,0,3903.0,Toluca
755,15229.0,45.0,13.0,4,1,0,3570.0,León
756,17646.0,49.0,7.0,1,0,1,6746.0,Campeche
757,11262.0,42.0,13.0,8,1,0,2155.0,Tuxtla Gutiérrez
758,6660.0,56.0,16.0,2,1,1,1506.0,Querétaro
759,5846.0,28.0,10.0,1,0,0,949.0,Morelia
760,9332.0,36.0,9.0,4,1,0,2804.0,Cancún
761,16242.0,33.0,11.0,5,1,0,3039.0,Campeche
762,1830.0,35.0,15.0,2,1,1,569.0,León
763,6495.0,42.0,11.0,4,0,0,2296.0,Toluca
764,11390.0,67.0,13.0,4,1,0,2973.0,Hermosillo
765,7434.0,42.0,11.0,3,0,0,1681.0,Chihuahua
766,20552.0,34.0,15.0,4,0,0,3803.0,Monterrey
767,16313.0,36.0,12.0,2,1,0,3104.0,Zacatecas
768,7362.0,44.0,10.0,4,1,0,2251.0,Tuxtla Gutiérrez
769,13518.0,35.0,9.0,6,1,1,1781.0,Tuxtla Gutiérrez
770,25739.0,30.0,9.0,3,1,0,8572.0,Monterrey
771,44882.0,36.0,7.0,1,1,0,11058.0,Querétaro
772,25456.0,45.0,13.0,5,1,0,7679.0,Hermosillo
773,13527.0,38.0,12.0,4,1,0,3795.0,Hermosillo
774,6382.0,45.0,14.0,2,1,0,2594.0,Campeche
775,9631.0,37.0,6.0,6,1,0,2331.0,Cancún
776,38472.0,53.0,9.0,2,1,0,9498.0,Chilpancingo
777,20180.0,23.0,10.0,4,1,1,5010.0,Chihuahua
778,20750.0,38.0,12.0,10,1,0,6622.0,Mérida
779,21550.0,20.0,11.0,3,0,0,4656.0,Monterrey
780,15271.0,53.0,15.0,7,1,0,2184.0,Veracruz
781,7237.0,28.0,7.0,2,0,1,1795.0,Colima
782,5458.0,55.0,5.0,2,1,0,1697.0,Villahermosa
783,36179.0,36.0,9.0,1,1,0,10564.0,Puebla
784,13979.0,34.0,5.0,4,1,0,4745.0,Tlaxcala
785,11735.0,60.0,15.0,2,0,0,1058.0,Culiacán
786,19145.0,41.0,6.0,1,0,0,2774.0,Cuernavaca
787,5122.0,44.0,12.0,4,0,0,1815.0,Morelia
788,32984.0,45.0,3.0,2,1,1,10263.0,Tijuana
789,8461.0,45.0,11.0,2,1,0,2138.0,Puebla
790,8336.0,52.0,17.0,6,0,0,2182.0,San Luis Potosí
791,10774.0,33.0,12.0,4,1,0,1560.0,Querétaro
792,21340.0,29.0,11.0,2,1,1,2325.0,Aguascalientes
793,14901.0,54.0,13.0,3,0,1,2930.0,Cancún
794,8940.0,47.0,15.0,6,0,0,2218.0,Colima
795,3027.0,40.0,4.0,5,1,0,758.0,Villahermosa
796,7022.0,37.0,11.0,6,0,0,2690.0,Reynosa
797,3435.0,22.0,5.0,2,1,0,1452.0,Morelia
798,6484.0,38.0,6.0,4,1,0,1701.0,Zacatecas
799,9651.0,49.0,9.0,3,1,0,1697.0,Saltillo
800,14291.0,47.0,12.0,5,1,0,1105.0,Tepic
801,29634.0,49.0,7.0,2,0,0,6767.0,Querétaro
802,7821.0,44.0,12.0,2,1,0,1874.0,Mérida
803,12584.0,39.0,9.0,2,0,1,1954.0,Saltillo
804,21926.0,43.0,11.0,4,0,0,4120.0,Chihuahua
805,3885.0,31.0,14.0,2,1,0,1027.0,Aguascalientes
806,10408.0,40.0,9.0,4,1,0,2817.0,Colima
807,3377.0,34.0,16.0,2,1,0,668.0,Culiacán
808,5836.0,54.0,11.0,3,0,0,1642.0,Mérida
809,15930.0,41.0,9.0,4,1,0,2443.0,Cuernavaca
810,13406.0,48.0,7.0,8,0,1,3237.0,Monterrey
811,6220.0,50.0,9.0,11,0,0,1663.0,Chilpancingo
812,8674.0,50.0,9.0,1,1,1,2804.0,Querétaro
813,4105.0,30.0,12.0,5,1,1,753.0,Chilpancingo
814,7563.0,48.0,10.0,4,1,0,1903.0,Querétaro
815,8175.0,55.0,14.0,4,0,1,2175.0,Monterrey
816,18356.0,42.0,7.0,4,1,1,4770.0,Toluca
817,18266.0,44.0,9.0,1,1,0,8816.0,Culiacán
818,6273.0,48.0,11.0,5,1,1,1501.0,Campeche
819,25012.0,37.0,7.0,4,0,1,4108.0,Chihuahua
820,8784.0,47.0,12.0,7,1,1,2031.0,Querétaro
821,14817.0,47.0,6.0,3,1,0,3727.0,Tijuana
822,11572.0,41.0,14.0,3,1,1,3335.0,Saltillo
823,5402.0,33.0,11.0,4,0,0,1252.0,Chihuahua
824,12711.0,27.0,16.0,1,0,1,3160.0,Mérida
825,9975.0,52.0,10.0,4,1,1,1113.0,Toluca
826,10050.0,60.0,8.0,5,1,0,2476.0,Villahermosa
827,14454.0,35.0,5.0,1,0,0,2892.0,Saltillo
828,5449.0,20.0,11.0,2,1,1,1296.0,Tijuana
829,4501.0,44.0,10.0,4,1,1,1628.0,Villahermosa
830,17680.0,30.0,11.0,4,0,1,3537.0,Zacatecas
831,9022.0,55.0,8.0,4,1,0,1909.0,Colima
832,5643.0,46.0,12.0,3,1,0,1540.0,Toluca
833,12969.0,61.0,16.0,5,1,1,3651.0,Guadalajara
834,3719.0,30.0,10.0,2,1,0,803.0,Zacatecas
835,9156.0,32.0,7.0,2,1,1,2959.0,Cuernavaca
836,50569.0,33.0,13.0,4,1,1,16247.0,Chilpancingo
837,23896.0,39.0,15.0,1,0,1,5154.0,Morelia
838,5838.0,20.0,6.0,4,1,0,1463.0,Culiacán
839,6069.0,35.0,7.0,5,1,1,1426.0,Mérida
840,11814.0,43.0,6.0,2,1,0,3336.0,Morelia
841,17613.0,29.0,11.0,3,1,0,4372.0,Ciudad de México
842,7758.0,43.0,6.0,4,1,0,2044.0,Aguascalientes
843,13744.0,62.0,3.0,3,1,0,3671.0,La Paz
844,6011.0,41.0,4.0,3,1,1,500.0,Campeche
845,10712.0,52.0,4.0,2,1,0,3390.0,Tlaxcala
846,12439.0,42.0,11.0,2,1,0,2960.0,Colima
847,7163.0,45.0,20.0,4,1,1,1794.0,Culiacán
848,10976.0,46.0,3.0,4,1,0,1993.0,Tijuana
849,8890.0,63.0,7.0,4,0,0,2469.0,Toluca
850,26164.0,39.0,13.0,3,1,1,5665.0,Chihuahua
851,6388.0,40.0,9.0,1,1,0,1691.0,Tepic
852,8233.0,43.0,13.0,2,1,0,1903.0,Morelia
853,17470.0,46.0,9.0,2,1,1,5012.0,Pachuca
854,14232.0,44.0,12.0,2,0,1,2282.0,Toluca
855,15424.0,31.0,11.0,1,1,0,4564.0,Tijuana
856,41361.0,55.0,14.0,5,1,1,12514.0,Ciudad de México
857,9674.0,32.0,8.0,6,1,1,2376.0,Querétaro
858,18916.0,50.0,12.0,3,1,1,5682.0,La Paz
