entidad,anio,pib_per_capita,inversion_pc,credito_pc,empleo_formal_pct,salario_real
Tuxtla Gutiérrez,2021,137060.9,26756.4,40810.7,44.86,407.93
Tuxtla Gutiérrez,2022,127074.4,28763.5,39152.1,46.72,395.07
Tuxtla Gutiérrez,2023,130415.7,26263.6,44944.8,47.66,398.17
Tuxtla Gutiérrez,2024,135147.2,20204.3,31536.0,47.76,418.17
Veracruz,2010,66420.5,16293.4,22357.4,32.1,259.53
Veracruz,2011,68286.9,13706.5,14964.2,33.21,279.31
Veracruz,2012,68039.7,17697.6,15382.6,33.28,275.42
Veracruz,2013,65118.2,10482.4,18555.4,34.71,267.29
Veracruz,2014,68824.2,12924.7,28275.7,33.49,292.83
Veracruz,2015,70478.0,14278.2,22117.7,33.97,281.67
Veracruz,2016,74946.8,15091.4,18214.3,35.96,297.93
Veracruz,2017,72699.6,11315.1,21641.4,34.56,295.1
Veracruz,2018,71806.4,13298.5,13175.4,36.41,296.37
Veracruz,2019,75865.1,16187.2,27172.7,36.71,299.99
Veracruz,2020,70121.9,15773.2,20562.2,37.0,304.78
Veracruz,2021,78237.8,16660.2,30296.9,36.57,314.98
Veracruz,2022,79342.7,16422.8,23841.1,36.88,330.43
Veracruz,2023,84113.9,16806.3,20734.8,38.35,340.3
Veracruz,2024,86610.6,15575.0,22672.6,37.88,343.79
Villahermosa,2010,61781.0,10979.0,18394.2,36.21,261.45
Villahermosa,2011,62561.7,11109.4,16806.3,35.19,262.01
Villahermosa,2012,68624.0,14643.0,29408.6,35.16,260.12
Villahermosa,2013,67342.3,14503.6,23234.3,36.9,282.18
Villahermosa,2014,68091.4,13113.8,21096.6,37.05,273.17
Villahermosa,2015,66142.7,13481.0,13254.0,35.39,285.87
Villahermosa,2016,75312.8,11842.2,24288.6,36.5,302.06
Villahermosa,2017,70949.0,12953.9,22097.3,37.47,291.75
Villahermosa,2018,74787.1,13683.9,40511.4,38.59,304.22
Villahermosa,2019,74675.2,12321.7,16191.2,38.36,303.15
Villahermosa,2020,74874.0,13834.4,25890.8,39.37,316.91
Villahermosa,2021,77100.6,12753.7,18713.5,37.63,313.93
Villahermosa,2022,83969.9,14111.0,38680.9,38.77,343.6
Villahermosa,2023,84952.2,13300.0,25395.8,40.91,355.46
Villahermosa,2024,85566.4,14800.1,16226.0,41.06,334.84
Zacatecas,2010,76085.1,14912.5,21392.6,27.09,277.17
Zacatecas,2011,73651.6,13454.2,24490.8,28.77,264.25
Zacatecas,2012,80554.1,12324.2,19917.5,27.84,289.99
Zacatecas,2013,78523.3,13830.6,20076.4,27.25,295.79
Zacatecas,2014,88933.6,20521.3,25368.3,29.45,311.15
Zacatecas,2015,84547.9,12160.4,40865.4,28.1,303.93
Zacatecas,2016,85812.5,18886.3,18230.5,27.16,318.43
Zacatecas,2017,89967.3,16300.5,20543.7,30.69,322.42
Zacatecas,2018,86506.7,19692.3,24641.9,30.9,328.73
Zacatecas,2019,91745.4,20247.3,28809.9,32.3,327.43
Zacatecas,2020,82322.3,13789.1,16929.1,30.8,322.27
Zacatecas,2021,102919.0,16659.5,35661.1,32.14,341.5
Zacatecas,2022,96790.4,20001.4,37638.3,32.91,344.06
Zacatecas,2023,103920.1,20077.2,37141.0,31.51,373.41
Zacatecas,2024,110552.0,21531.9,26780.1,31.17,380.28
